ID,Agency,Agency Type,Distribution Channel,Product Name,Duration,Destination,Net Sales,Commision (in value),Age,Claim
2870,EPX,Travel Agency,Online,Cancellation Plan,28,CHINA,45,0,36,0
8993,EPX,Travel Agency,Online,2 way Comprehensive Plan,19,BRUNEI DARUSSALAM,30,0,36,0
8327,EPX,Travel Agency,Online,2 way Comprehensive Plan,23,UNITED ARAB EMIRATES,94,0,36,0
7362,EPX,Travel Agency,Online,2 way Comprehensive Plan,7,INDIA,39,0,36,0
9513,EPX,Travel Agency,Online,Cancellation Plan,7,MALAYSIA,10,0,36,0
3247,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,68,UNITED STATES,59.4,35.64,36,0
4791,C2B,Airlines,Online,Annual Silver Plan,365,SINGAPORE,254.678397274052,63.6678191599594,28,1
7500,C2B,Airlines,Online,Bronze Plan,7,SINGAPORE,13.5,3.38,49,0
2035,C2B,Airlines,Online,Silver Plan,28,SINGAPORE,88.5,22.13,29,1
4896,C2B,Airlines,Online,Annual Gold Plan,365,SINGAPORE,444.020172150738,111.00280637242,39,1
7988,EPX,Travel Agency,Online,2 way Comprehensive Plan,11,AUSTRALIA,67,0,33,0
3074,EPX,Travel Agency,Online,Cancellation Plan,2,SOUTH AFRICA,19,0,36,0
9735,EPX,Travel Agency,Online,2 way Comprehensive Plan,249,THAILAND,20,0,36,0
3293,EPX,Travel Agency,Online,Cancellation Plan,45,UNITED STATES,80,0,57,0
3705,EPX,Travel Agency,Online,Cancellation Plan,8,CHINA,15,0,35,0
7089,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,5,AUSTRALIA,0,17.82,60,0
3371,EPX,Travel Agency,Online,Cancellation Plan,28,JAPAN,34,0,36,0
6397,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,12,SWITZERLAND,108.9,65.34,45,0
2780,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,23,UNITED STATES,49.5,29.7,46,0
2108,EPX,Travel Agency,Online,2 way Comprehensive Plan,20,MALAYSIA,20,0,56,0
5388,C2B,Airlines,Online,Bronze Plan,10,SINGAPORE,37.523398970882,9.38377582572521,25,1
2588,EPX,Travel Agency,Online,Cancellation Plan,30,UNITED STATES,63,0,27,0
3729,EPX,Travel Agency,Online,2 way Comprehensive Plan,49,MALAYSIA,20,0,24,0
4434,RAB,Airlines,Online,Value Plan,3,BRUNEI DARUSSALAM,15,6,33,0
2908,EPX,Travel Agency,Online,2 way Comprehensive Plan,12,NETHERLANDS,89,0,36,0
7921,KML,Travel Agency,Online,Value Plan,28,INDONESIA,28.4896558578717,5.43006167224513,42,1
8798,JZI,Airlines,Online,Basic Plan,13,INDIA,35,12.25,53,0
7921,EPX,Travel Agency,Online,Cancellation Plan,9,"TAIWAN, PROVINCE OF CHINA",15,0,36,0
4546,EPX,Travel Agency,Online,Cancellation Plan,1,MALAYSIA,10,0,36,0
8650,C2B,Airlines,Online,Bronze Plan,45,SINGAPORE,23.4,5.85,38,0
7227,C2B,Airlines,Online,Annual Silver Plan,365,SINGAPORE,252.85,63.21,53,1
2144,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,111,AUSTRALIA,89.1,53.46,44,0
3583,C2B,Airlines,Online,Bronze Plan,41,SINGAPORE,17,4.25,81,0
8344,JZI,Airlines,Online,Basic Plan,11,VIET NAM,18,6.3,39,0
2303,EPX,Travel Agency,Online,2 way Comprehensive Plan,49,MALAYSIA,21,0,36,0
2559,C2B,Airlines,Online,Silver Plan,11,SINGAPORE,33.5,8.38,54,0
9592,JZI,Airlines,Online,Basic Plan,13,CHINA,26,9.1,69,0
6021,EPX,Travel Agency,Online,Cancellation Plan,35,PHILIPPINES,10,0,36,0
9484,EPX,Travel Agency,Online,Cancellation Plan,77,ITALY,67,0,36,0
3889,EPX,Travel Agency,Online,Cancellation Plan,8,"TAIWAN, PROVINCE OF CHINA",34,0,36,0
4809,ART,Airlines,Online,24 Protect,10,MALAYSIA,30.39,10.64,48,0
6313,C2B,Airlines,Online,Bronze Plan,6,SINGAPORE,16,4,29,0
3452,EPX,Travel Agency,Online,1 way Comprehensive Plan,14,CANADA,63,0,52,0
8718,EPX,Travel Agency,Online,2 way Comprehensive Plan,106,CHINA,27.5398465242344,0,32,1
6472,EPX,Travel Agency,Online,Cancellation Plan,148,UNITED ARAB EMIRATES,25,0,36,0
9032,EPX,Travel Agency,Online,Cancellation Plan,5,VIET NAM,18,0,36,0
6887,EPX,Travel Agency,Online,Cancellation Plan,47,CHINA,31,0,36,0
3091,JZI,Airlines,Online,Basic Plan,8,MALAYSIA,22,7.7,43,0
2017,C2B,Airlines,Online,Bronze Plan,22,SINGAPORE,57.85,14.46,32,0
6010,EPX,Travel Agency,Online,2 way Comprehensive Plan,80,MALAYSIA,20,0,36,0
7872,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,36,AUSTRALIA,59.4,35.64,42,0
6980,C2B,Airlines,Online,Silver Plan,10,SINGAPORE,39,9.75,39,0
4015,EPX,Travel Agency,Online,2 way Comprehensive Plan,171,AUSTRALIA,110,0,36,0
7075,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,39,AUSTRALIA,138.6,83.16,31,0
2234,EPX,Travel Agency,Online,Cancellation Plan,84,HONG KONG,17,0,36,0
6660,JZI,Airlines,Online,Basic Plan,8,MACAO,26,9.1,57,0
5241,EPX,Travel Agency,Online,Cancellation Plan,6,CHINA,11,0,36,0
9353,ADM,Travel Agency,Online,Premier Plan,22,INDONESIA,-38,14.44,22,0
6932,EPX,Travel Agency,Online,2 way Comprehensive Plan,16,CHINA,73.4404959625597,0,36,1
8095,EPX,Travel Agency,Online,1 way Comprehensive Plan,38,SINGAPORE,20,0,36,0
6419,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,4,MALAYSIA,29.7,17.82,57,0
4115,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,41,ITALY,39.6,23.76,40,0
5129,EPX,Travel Agency,Online,Cancellation Plan,2,MALAYSIA,10,0,36,0
8970,C2B,Airlines,Online,Annual Silver Plan,429,SINGAPORE,273.314458140097,68.3334841419472,34,1
5480,RAB,Airlines,Online,Value Plan,92,BRUNEI DARUSSALAM,15,6,25,0
3342,EPX,Travel Agency,Online,2 way Comprehensive Plan,26,UNITED STATES,106,0,44,0
8882,EPX,Travel Agency,Online,Cancellation Plan,71,HONG KONG,62,0,36,0
7718,EPX,Travel Agency,Online,Cancellation Plan,62,MALAYSIA,10,0,25,0
7212,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,83,SWITZERLAND,79.2,47.52,48,0
3042,EPX,Travel Agency,Online,Cancellation Plan,39,SINGAPORE,10,0,36,0
7765,JZI,Airlines,Online,Basic Plan,3,INDONESIA,18,6.3,22,0
4888,JZI,Airlines,Online,Basic Plan,111,"KOREA, REPUBLIC OF",40,14,36,0
5144,EPX,Travel Agency,Online,Cancellation Plan,8,PORTUGAL,68,0,35,0
2264,EPX,Travel Agency,Online,2 way Comprehensive Plan,15,MALAYSIA,20,0,55,0
5829,C2B,Airlines,Online,Bronze Plan,4,SINGAPORE,17.55,4.39,31,0
9874,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,48,FRANCE,59.4,35.64,51,0
6581,EPX,Travel Agency,Online,2 way Comprehensive Plan,314,"KOREA, REPUBLIC OF",47,0,36,0
6022,EPX,Travel Agency,Online,2 way Comprehensive Plan,39,UNITED STATES,112,0,37,1
4699,C2B,Airlines,Online,Bronze Plan,11,SINGAPORE,23.5,5.88,38,0
3166,C2B,Airlines,Online,Bronze Plan,9,SINGAPORE,20.3262883522792,5.08157208806979,40,1
3002,EPX,Travel Agency,Online,2 way Comprehensive Plan,30,"TAIWAN, PROVINCE OF CHINA",25,0,26,0
7872,EPX,Travel Agency,Online,Cancellation Plan,6,MALAYSIA,11,0,36,0
7419,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,68,MALAYSIA,-39.6,23.76,26,0
5260,CSR,Travel Agency,Offline,Comprehensive Plan,54,THAILAND,29,9.57,59,0
5496,EPX,Travel Agency,Online,Cancellation Plan,65,NEPAL,44,0,36,0
5370,EPX,Travel Agency,Online,2 way Comprehensive Plan,96,UNITED STATES,112,0,34,0
8591,EPX,Travel Agency,Online,Cancellation Plan,6,INDONESIA,39,0,36,0
7689,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,5,"KOREA, REPUBLIC OF",19.8,11.88,56,0
8043,C2B,Airlines,Online,Annual Silver Plan,366,SINGAPORE,252.85,63.21,54,0
3019,EPX,Travel Agency,Online,2 way Comprehensive Plan,9,CHINA,38,0,36,0
5340,EPX,Travel Agency,Online,1 way Comprehensive Plan,40,SINGAPORE,31,0,36,0
6862,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,7,THAILAND,49.5,29.7,61,0
3088,EPX,Travel Agency,Online,2 way Comprehensive Plan,30,"KOREA, REPUBLIC OF",53,0,25,0
2344,C2B,Airlines,Online,Bronze Plan,11,SINGAPORE,25.1270546384295,6.28176365960736,60,1
4344,EPX,Travel Agency,Online,Cancellation Plan,2,SINGAPORE,10,0,36,0
4123,EPX,Travel Agency,Online,2 way Comprehensive Plan,18,"KOREA, REPUBLIC OF",72,0,36,0
9730,JZI,Airlines,Online,Basic Plan,8,BRUNEI DARUSSALAM,22,7.7,61,0
8491,EPX,Travel Agency,Online,Cancellation Plan,61,INDIA,10,0,35,0
3626,EPX,Travel Agency,Online,1 way Comprehensive Plan,7,SINGAPORE,20,0,36,0
6063,JZI,Airlines,Online,Basic Plan,43,PHILIPPINES,42,14.7,43,0
3736,C2B,Airlines,Online,Bronze Plan,5,SINGAPORE,14.95,3.74,43,0
4744,EPX,Travel Agency,Online,2 way Comprehensive Plan,55,CANADA,78,0,32,0
5827,EPX,Travel Agency,Online,Cancellation Plan,59,JAPAN,33,0,36,0
4851,EPX,Travel Agency,Online,Cancellation Plan,19,CANADA,15,0,20,0
9119,EPX,Travel Agency,Online,1 way Comprehensive Plan,2,SINGAPORE,22,0,36,0
8633,JZI,Airlines,Online,Basic Plan,9,MYANMAR,18,6.3,28,0
2498,C2B,Airlines,Online,Silver Plan,8,SINGAPORE,46.6479640839155,11.6664517577408,44,1
9604,JZI,Airlines,Online,Basic Plan,83,JAPAN,35,12.25,23,0
5721,C2B,Airlines,Online,Bronze Plan,7,SINGAPORE,16,4,26,0
2469,C2B,Airlines,Online,Silver Plan,15,SINGAPORE,56.5,14.13,32,0
7967,RAB,Airlines,Online,Value Plan,15,BRUNEI DARUSSALAM,15,6,45,0
7387,C2B,Airlines,Online,Bronze Plan,27,SINGAPORE,80.25,20.06,40,0
9437,EPX,Travel Agency,Online,2 way Comprehensive Plan,72,AUSTRALIA,61.7223399239422,0,36,1
4207,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,12,THAILAND,38.4702391019603,23.0821434611762,35,1
7807,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,18,AUSTRALIA,0,29.7,49,0
2987,EPX,Travel Agency,Online,2 way Comprehensive Plan,82,THAILAND,37,0,36,0
6749,C2B,Airlines,Online,Gold Plan,8,SINGAPORE,69,17.25,28,0
6632,LWC,Travel Agency,Online,Single Trip Travel Protect Platinum,3,THAILAND,26.5,17.23,36,0
3711,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,61,AUSTRALIA,177.258535010298,106.355121006179,51,1
7336,EPX,Travel Agency,Online,2 way Comprehensive Plan,10,KENYA,20,0,36,0
5582,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,35,THAILAND,19.8,11.88,24,0
6401,EPX,Travel Agency,Online,2 way Comprehensive Plan,40,NETHERLANDS,96.8997859401201,0,27,1
5936,JZI,Airlines,Online,Value Plan,9,HONG KONG,58,20.3,38,0
9736,C2B,Airlines,Online,Annual Gold Plan,364,SINGAPORE,333,83.25,32,0
4307,EPX,Travel Agency,Online,Cancellation Plan,8,CAMBODIA,10,0,21,0
9972,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,120,SOUTH AFRICA,75.5809658961562,45.3485795376937,43,1
8066,C2B,Airlines,Online,Silver Plan,185,SINGAPORE,364.395967616343,91.1021444890118,22,1
4001,EPX,Travel Agency,Online,Cancellation Plan,33,"KOREA, REPUBLIC OF",40,0,26,0
5671,SSI,Airlines,Online,Ticket Protector,35,SINGAPORE,0.83,0.23,48,0
8936,C2B,Airlines,Online,Annual Silver Plan,372,SINGAPORE,187.85,46.96,36,0
5641,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,13,UNITED KINGDOM,29.7,17.82,31,0
3093,C2B,Airlines,Online,Bronze Plan,7,SINGAPORE,16,4,49,0
8949,JZI,Airlines,Online,Basic Plan,8,AUSTRALIA,26,9.1,43,0
9946,EPX,Travel Agency,Online,2 way Comprehensive Plan,19,"KOREA, REPUBLIC OF",45.7710880044211,0,36,1
3040,EPX,Travel Agency,Online,Cancellation Plan,3,SPAIN,24,0,36,0
3039,EPX,Travel Agency,Online,Cancellation Plan,9,THAILAND,10,0,53,0
6193,EPX,Travel Agency,Online,2 way Comprehensive Plan,22,INDONESIA,21,0,36,0
4821,EPX,Travel Agency,Online,2 way Comprehensive Plan,28,INDONESIA,21,0,36,0
6656,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,11,"KOREA, REPUBLIC OF",29.7,17.82,39,0
4416,C2B,Airlines,Online,Bronze Plan,64,SINGAPORE,71,17.75,33,1
6505,EPX,Travel Agency,Online,Cancellation Plan,23,THAILAND,16,0,36,0
7503,EPX,Travel Agency,Online,Cancellation Plan,83,"TAIWAN, PROVINCE OF CHINA",16,0,31,0
9066,C2B,Airlines,Online,Annual Silver Plan,365,SINGAPORE,161,40.25,42,1
3413,EPX,Travel Agency,Online,Cancellation Plan,18,VIET NAM,10,0,28,0
6903,EPX,Travel Agency,Online,Cancellation Plan,23,MALAYSIA,10,0,33,0
5284,EPX,Travel Agency,Online,2 way Comprehensive Plan,53,INDIA,20,0,36,0
2286,C2B,Airlines,Online,Silver Plan,21,SINGAPORE,25,6.25,34,0
3164,EPX,Travel Agency,Online,1 way Comprehensive Plan,3,PHILIPPINES,20,0,41,0
2306,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,25,UNITED STATES,108.9,65.34,30,0
6671,C2B,Airlines,Online,Bronze Plan,16,SINGAPORE,30.55,7.64,25,0
3379,EPX,Travel Agency,Online,2 way Comprehensive Plan,7,THAILAND,24,0,36,0
8600,C2B,Airlines,Online,Annual Gold Plan,366,SINGAPORE,397.706158868681,99.4270016296413,57,1
2362,C2B,Airlines,Online,Annual Silver Plan,364,SINGAPORE,256.034894313238,64.0074774737084,41,1
6252,EPX,Travel Agency,Online,1 way Comprehensive Plan,73,SINGAPORE,20,0,36,0
5522,C2B,Airlines,Online,Silver Plan,12,SINGAPORE,39.9542845006177,9.98857112515442,24,1
9713,C2B,Airlines,Online,Bronze Plan,18,SINGAPORE,34.1198382324108,8.53439606880051,30,1
6575,C2B,Airlines,Online,Annual Silver Plan,394,SINGAPORE,187.85,46.96,55,1
5047,C2B,Airlines,Online,Gold Plan,25,SINGAPORE,82.4926800645843,20.6220622427417,35,1
5372,EPX,Travel Agency,Online,Cancellation Plan,3,MALAYSIA,10,0,45,0
3227,EPX,Travel Agency,Online,2 way Comprehensive Plan,6,PHILIPPINES,20,0,36,0
7063,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,7,UNITED KINGDOM,29.7,17.82,45,0
3535,EPX,Travel Agency,Online,2 way Comprehensive Plan,3,MALAYSIA,20,0,41,0
6005,EPX,Travel Agency,Online,Cancellation Plan,9,THAILAND,19,0,36,0
2727,JWT,Airlines,Online,Value Plan,21,INDIA,60,24,118,0
9292,C2B,Airlines,Online,Bronze Plan,21,SINGAPORE,24.0285816916805,6.00720258630349,50,1
4307,C2B,Airlines,Online,Bronze Plan,17,SINGAPORE,34.5,8.63,70,0
3693,JZI,Airlines,Online,Basic Plan,59,CHINA,63,22.05,38,0
8304,EPX,Travel Agency,Online,Cancellation Plan,15,SRI LANKA,24,0,36,0
9328,C2B,Airlines,Online,Annual Silver Plan,385,SINGAPORE,216,54,44,0
4676,C2B,Airlines,Online,Bronze Plan,15,SINGAPORE,23.5,5.88,44,0
5433,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,22,THAILAND,29.7,17.82,36,0
7490,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,10,THAILAND,39.6,23.76,31,0
3551,EPX,Travel Agency,Online,2 way Comprehensive Plan,19,THAILAND,20,0,28,0
3211,EPX,Travel Agency,Online,Cancellation Plan,10,SINGAPORE,10,0,30,0
8006,EPX,Travel Agency,Online,2 way Comprehensive Plan,14,SRI LANKA,23,0,36,0
9970,LWC,Travel Agency,Online,Single Trip Travel Protect Silver,12,ARGENTINA,0,14.75,28,0
4155,JZI,Airlines,Online,Value Plan,121,CHINA,83,29.05,28,0
7716,EPX,Travel Agency,Online,Cancellation Plan,22,PHILIPPINES,14,0,36,0
8392,C2B,Airlines,Online,Annual Gold Plan,366,SINGAPORE,329.45,82.36,54,0
4576,JZI,Airlines,Online,Basic Plan,37,CHINA,22,7.7,55,0
8939,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,28,FRANCE,39.6,23.76,50,0
9553,EPX,Travel Agency,Online,2 way Comprehensive Plan,45,ISRAEL,112,0,36,0
8351,EPX,Travel Agency,Online,Cancellation Plan,18,SINGAPORE,10,0,40,0
8165,EPX,Travel Agency,Online,2 way Comprehensive Plan,39,JAPAN,42,0,36,0
2601,EPX,Travel Agency,Online,2 way Comprehensive Plan,28,INDONESIA,20,0,44,0
7011,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,7,"KOREA, REPUBLIC OF",29.7,17.82,48,0
6463,KML,Travel Agency,Online,Premier Plan,5,FRANCE,72,27.36,48,0
7263,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,5,MALAYSIA,29.7,17.82,25,0
2059,JZI,Airlines,Online,Basic Plan,116,INDONESIA,37,12.95,43,0
3573,C2B,Airlines,Online,Annual Silver Plan,365,SINGAPORE,187.85,46.96,37,1
8251,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,93,AUSTRALIA,9.9,5.94,38,0
2443,EPX,Travel Agency,Online,2 way Comprehensive Plan,107,THAILAND,20,0,38,0
3487,CCR,Travel Agency,Offline,Comprehensive Plan,12,THAILAND,29,9.57,86,0
8639,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,116,SPAIN,0,11.88,31,0
2782,EPX,Travel Agency,Online,2 way Comprehensive Plan,101,CHINA,26,0,36,1
2604,CCR,Travel Agency,Offline,Comprehensive Plan,44,MALAYSIA,29,9.57,72,0
6888,C2B,Airlines,Online,Silver Plan,60,SINGAPORE,66.1820838012038,16.5489432539473,28,1
2514,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,217,NEW ZEALAND,19.8,11.88,34,0
2635,RAB,Airlines,Online,Value Plan,63,BRUNEI DARUSSALAM,15,6,56,0
6127,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,25,UNITED KINGDOM,9.9,5.94,30,0
3643,RAB,Airlines,Online,Value Plan,28,BRUNEI DARUSSALAM,15,6,34,0
8986,JZI,Airlines,Online,Basic Plan,1,MALAYSIA,18,6.3,118,0
7450,EPX,Travel Agency,Online,Cancellation Plan,19,SINGAPORE,10,0,36,0
2723,C2B,Airlines,Online,Silver Plan,12,SINGAPORE,53.4979058183515,13.3794764545879,33,1
6880,LWC,Travel Agency,Online,Single Trip Travel Protect Gold,11,JAPAN,36.5,23.73,51,1
7813,KML,Travel Agency,Online,Value Plan,26,INDONESIA,29.1189208098853,11.0651899077564,48,1
2806,EPX,Travel Agency,Online,Cancellation Plan,6,VIET NAM,10,0,36,0
2739,C2B,Airlines,Online,Annual Silver Plan,365,SINGAPORE,202.3,50.58,36,0
6130,EPX,Travel Agency,Online,2 way Comprehensive Plan,64,THAILAND,22.3887913471845,0,36,1
4929,JZI,Airlines,Online,Basic Plan,74,"KOREA, REPUBLIC OF",35,12.25,21,0
6795,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,18,AUSTRALIA,49.5,29.7,57,0
5597,EPX,Travel Agency,Online,Cancellation Plan,35,JAPAN,38,0,36,0
9070,EPX,Travel Agency,Online,Cancellation Plan,14,MYANMAR,13,0,36,0
8088,JZI,Airlines,Online,Basic Plan,3,INDIA,22,7.7,32,0
9114,JZI,Airlines,Online,Basic Plan,66,PHILIPPINES,22,7.7,51,0
3934,EPX,Travel Agency,Online,Cancellation Plan,26,JAPAN,40,0,36,0
2635,EPX,Travel Agency,Online,Cancellation Plan,14,SINGAPORE,11,0,36,0
2301,C2B,Airlines,Online,Silver Plan,14,SINGAPORE,48.5,12.13,35,1
4860,JZI,Airlines,Online,Basic Plan,71,INDONESIA,37,12.95,42,0
4049,C2B,Airlines,Online,Annual Silver Plan,376,SINGAPORE,301,75.25,33,0
3521,EPX,Travel Agency,Online,Cancellation Plan,29,PHILIPPINES,12,0,36,0
5590,EPX,Travel Agency,Online,2 way Comprehensive Plan,96,CHINA,35.8376302147025,0,36,1
6404,JZI,Airlines,Online,Basic Plan,16,HONG KONG,0,9.1,30,0
4076,EPX,Travel Agency,Online,2 way Comprehensive Plan,31,SINGAPORE,25,0,36,0
4087,EPX,Travel Agency,Online,1 way Comprehensive Plan,31,SINGAPORE,38,0,36,0
7817,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,6,MALAYSIA,19.8,11.88,35,0
8245,EPX,Travel Agency,Online,1 way Comprehensive Plan,12,UNITED STATES,106,0,28,0
8030,EPX,Travel Agency,Online,2 way Comprehensive Plan,115,THAILAND,20,0,36,0
7962,EPX,Travel Agency,Online,Cancellation Plan,2,SINGAPORE,10,0,39,0
2456,JZI,Airlines,Online,Value Plan,15,UNITED STATES,96,33.6,28,0
4474,C2B,Airlines,Online,Bronze Plan,32,SINGAPORE,16.0103277246699,4.00259039651556,28,1
3138,C2B,Airlines,Online,Silver Plan,102,SINGAPORE,172.45252435386,43.1107868764296,26,1
6548,C2B,Airlines,Online,Silver Plan,27,SINGAPORE,81.5,20.38,37,0
2564,C2B,Airlines,Online,Bronze Plan,30,SINGAPORE,32.0872627426157,8.02681568565392,56,1
9483,EPX,Travel Agency,Online,2 way Comprehensive Plan,151,UNITED STATES,99.2858679592544,0,45,1
7833,EPX,Travel Agency,Online,1 way Comprehensive Plan,15,UNITED KINGDOM,56,0,43,0
9679,EPX,Travel Agency,Online,2 way Comprehensive Plan,14,INDONESIA,23,0,53,0
3675,EPX,Travel Agency,Online,Cancellation Plan,6,SINGAPORE,29,0,36,0
4031,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,8,AUSTRALIA,29.7,17.82,26,0
4639,EPX,Travel Agency,Online,2 way Comprehensive Plan,4,LAO PEOPLE'S DEMOCRATIC REPUBLIC,20,0,36,0
5782,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,8,MALAYSIA,69.3,41.58,51,0
6106,EPX,Travel Agency,Online,Cancellation Plan,7,INDONESIA,17,0,36,0
5028,C2B,Airlines,Online,Silver Plan,16,SINGAPORE,73.2876858567017,18.3219214641754,29,1
9182,EPX,Travel Agency,Online,Cancellation Plan,11,VIET NAM,64,0,36,0
7280,JZI,Airlines,Online,Basic Plan,123,CHINA,35,12.25,25,0
3808,EPX,Travel Agency,Online,Cancellation Plan,17,MALAYSIA,47,0,33,0
9067,TST,Travel Agency,Offline,Travel Cruise Protect,36,THAILAND,30,10.5,31,0
2699,C2B,Airlines,Online,Annual Silver Plan,366,SINGAPORE,216,54,45,1
7109,EPX,Travel Agency,Online,Cancellation Plan,12,JAPAN,13,0,25,0
5119,C2B,Airlines,Online,Bronze Plan,34,SINGAPORE,37.5307057251212,9.38343458231619,21,1
5713,EPX,Travel Agency,Online,Cancellation Plan,17,VIET NAM,11,0,36,0
6476,EPX,Travel Agency,Online,1 way Comprehensive Plan,9,AUSTRALIA,24,0,36,0
4776,EPX,Travel Agency,Online,Cancellation Plan,31,SINGAPORE,12,0,36,0
9456,EPX,Travel Agency,Online,Cancellation Plan,12,UNITED ARAB EMIRATES,33,0,36,0
2233,LWC,Travel Agency,Online,Annual Travel Protect Gold,365,CHINA,204.6,132.99,35,0
4729,EPX,Travel Agency,Online,2 way Comprehensive Plan,47,CHINA,39,0,36,0
8532,EPX,Travel Agency,Online,Cancellation Plan,4,CHINA,32,0,36,0
7224,JZI,Airlines,Online,Basic Plan,18,HONG KONG,26,9.1,46,0
8592,JZI,Airlines,Online,Basic Plan,10,MACAO,26,9.1,27,0
8456,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,7,FRANCE,19.8,11.88,31,0
4746,EPX,Travel Agency,Online,2 way Comprehensive Plan,115,INDONESIA,20,0,36,0
3264,EPX,Travel Agency,Online,Cancellation Plan,4,MALAYSIA,10,0,36,0
8362,C2B,Airlines,Online,Annual Silver Plan,386,SINGAPORE,296.619758266185,74.1561234156636,43,1
2963,EPX,Travel Agency,Online,Cancellation Plan,122,JAPAN,19,0,26,0
3715,EPX,Travel Agency,Online,2 way Comprehensive Plan,20,"KOREA, REPUBLIC OF",46.5187848860006,0,36,1
7048,C2B,Airlines,Online,Bronze Plan,26,SINGAPORE,27,6.75,26,0
6079,EPX,Travel Agency,Online,2 way Comprehensive Plan,19,THAILAND,20,0,56,0
5035,C2B,Airlines,Online,Bronze Plan,62,SINGAPORE,53.2961143906452,13.3229120293807,49,1
4589,JZI,Airlines,Online,Value Plan,13,AUSTRALIA,58,20.3,57,0
2090,C2B,Airlines,Online,Annual Silver Plan,372,SINGAPORE,259.2,64.8,47,0
5711,EPX,Travel Agency,Online,2 way Comprehensive Plan,46,"TAIWAN, PROVINCE OF CHINA",27,0,29,0
4499,C2B,Airlines,Online,Bronze Plan,3,SINGAPORE,16,4,28,0
8458,C2B,Airlines,Online,Bronze Plan,16,SINGAPORE,65.6616662011528,16.4154165502882,32,1
4558,JZI,Airlines,Online,Basic Plan,93,CHINA,40,14,57,0
8474,JZI,Airlines,Online,Basic Plan,22,HONG KONG,26,9.1,22,0
8552,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,57,AUSTRALIA,39.6,23.76,30,0
3703,EPX,Travel Agency,Online,Cancellation Plan,74,CHINA,26,0,36,0
6362,JWT,Airlines,Online,Value Plan,24,INDIA,72,28.8,118,0
3379,EPX,Travel Agency,Online,1 way Comprehensive Plan,27,SINGAPORE,20,0,20,0
3236,RAB,Airlines,Online,Value Plan,15,BRUNEI DARUSSALAM,31,12.4,29,0
2298,JZI,Airlines,Online,Basic Plan,38,HONG KONG,35,12.25,51,0
4647,C2B,Airlines,Online,Silver Plan,22,SINGAPORE,29.5,7.38,59,0
2929,TTW,Travel Agency,Offline,Individual Comprehensive Plan,384,AUSTRALIA,97,0,32,0
6069,EPX,Travel Agency,Online,2 way Comprehensive Plan,18,THAILAND,28,0,30,0
5166,EPX,Travel Agency,Online,2 way Comprehensive Plan,30,VIET NAM,57,0,36,0
6674,LWC,Travel Agency,Online,Single Trip Travel Protect Gold,10,"TAIWAN, PROVINCE OF CHINA",36.5,23.73,30,1
4074,CWT,Travel Agency,Online,Rental Vehicle Excess Insurance,68,SPAIN,39.6,23.76,39,0
7942,EPX,Travel Agency,Online,Cancellation Plan,21,MALAYSIA,10,0,36,0
7575,EPX,Travel Agency,Online,Cancellation Plan,54,CHINA,57,0,36,0
4368,EPX,Travel Agency,Online,2 way Comprehensive Plan,10,CHINA,22,0,36,0
5036,C2B,Airlines,Online,Bronze Plan,14,SINGAPORE,13.5,3.38,23,0
9014,EPX,Travel Agency,Online,Cancellation Plan,20,"TAIWAN, PROVINCE OF CHINA",27,0,36,0
